pais,fecha_corte,casos_confirmados,muertes,recuperados,total_casos,cambio_diario_casos,en_tratamiento,tasa_letalidad
Afganistán,2020-01-22,0,0,0,21,NA,0,NaN
Afganistán,2020-01-23,0,0,0,21,0,0,NaN
Afganistán,2020-01-24,0,0,0,21,0,0,NaN
Afganistán,2020-01-25,0,0,0,21,0,0,NaN
Afganistán,2020-01-26,0,0,0,21,0,0,NaN
Afganistán,2020-01-27,0,0,0,21,0,0,NaN
Afganistán,2020-01-28,0,0,0,21,0,0,NaN
Afganistán,2020-01-29,0,0,0,21,0,0,NaN
Afganistán,2020-01-30,0,0,0,21,0,0,NaN
Afganistán,2020-01-31,0,0,0,21,0,0,NaN
Afganistán,2020-02-01,0,0,0,21,0,0,NaN
Afganistán,2020-02-02,0,0,0,21,0,0,NaN
Afganistán,2020-02-03,0,0,0,21,0,0,NaN
Afganistán,2020-02-04,0,0,0,21,0,0,NaN
Afganistán,2020-02-05,0,0,0,21,0,0,NaN
Afganistán,2020-02-06,0,0,0,21,0,0,NaN
Afganistán,2020-02-07,0,0,0,21,0,0,NaN
Afganistán,2020-02-08,0,0,0,21,0,0,NaN
Afganistán,2020-02-09,0,0,0,21,0,0,NaN
Afganistán,2020-02-10,0,0,0,21,0,0,NaN
Afganistán,2020-02-11,0,0,0,21,0,0,NaN
Afganistán,2020-02-12,0,0,0,21,0,0,NaN
Afganistán,2020-02-13,0,0,0,21,0,0,NaN
Afganistán,2020-02-14,0,0,0,21,0,0,NaN
Afganistán,2020-02-15,0,0,0,21,0,0,NaN
Afganistán,2020-02-16,0,0,0,21,0,0,NaN
Afganistán,2020-02-17,0,0,0,21,0,0,NaN
Afganistán,2020-02-18,0,0,0,21,0,0,NaN
Afganistán,2020-02-19,0,0,0,21,0,0,NaN
Afganistán,2020-02-20,0,0,0,21,0,0,NaN
Afganistán,2020-02-21,0,0,0,21,0,0,NaN
Afganistán,2020-02-22,0,0,0,21,0,0,NaN
Afganistán,2020-02-23,0,0,0,21,0,0,NaN
Afganistán,2020-02-24,1,0,0,21,1,1,0
Afganistán,2020-02-25,1,0,0,21,0,1,0
Afganistán,2020-02-26,1,0,0,21,0,1,0
Afganistán,2020-02-27,1,0,0,21,0,1,0
Afganistán,2020-02-28,1,0,0,21,0,1,0
Afganistán,2020-02-29,1,0,0,21,0,1,0
Afganistán,2020-03-01,1,0,0,21,0,1,0
Afganistán,2020-03-02,1,0,0,21,0,1,0
Afganistán,2020-03-03,1,0,0,21,0,1,0
Afganistán,2020-03-04,1,0,0,21,0,1,0
Afganistán,2020-03-05,1,0,0,21,0,1,0
Afganistán,2020-03-06,1,0,0,21,0,1,0
Afganistán,2020-03-07,1,0,0,21,0,1,0
Afganistán,2020-03-08,4,0,0,21,3,4,0
Afganistán,2020-03-09,4,0,0,21,0,4,0
Afganistán,2020-03-10,5,0,0,21,1,5,0
Afganistán,2020-03-11,7,0,0,21,2,7,0
Afganistán,2020-03-12,7,0,0,21,0,7,0
Afganistán,2020-03-13,7,0,0,21,0,7,0
Afganistán,2020-03-14,11,0,0,21,4,11,0
Afganistán,2020-03-15,16,0,0,21,5,16,0
Afganistán,2020-03-16,21,0,1,21,5,20,0
Albania,2020-01-22,0,0,0,51,NA,0,NaN
Albania,2020-01-23,0,0,0,51,0,0,NaN
Albania,2020-01-24,0,0,0,51,0,0,NaN
Albania,2020-01-25,0,0,0,51,0,0,NaN
Albania,2020-01-26,0,0,0,51,0,0,NaN
Albania,2020-01-27,0,0,0,51,0,0,NaN
Albania,2020-01-28,0,0,0,51,0,0,NaN
Albania,2020-01-29,0,0,0,51,0,0,NaN
Albania,2020-01-30,0,0,0,51,0,0,NaN
Albania,2020-01-31,0,0,0,51,0,0,NaN
Albania,2020-02-01,0,0,0,51,0,0,NaN
Albania,2020-02-02,0,0,0,51,0,0,NaN
Albania,2020-02-03,0,0,0,51,0,0,NaN
Albania,2020-02-04,0,0,0,51,0,0,NaN
Albania,2020-02-05,0,0,0,51,0,0,NaN
Albania,2020-02-06,0,0,0,51,0,0,NaN
Albania,2020-02-07,0,0,0,51,0,0,NaN
Albania,2020-02-08,0,0,0,51,0,0,NaN
Albania,2020-02-09,0,0,0,51,0,0,NaN
Albania,2020-02-10,0,0,0,51,0,0,NaN
Albania,2020-02-11,0,0,0,51,0,0,NaN
Albania,2020-02-12,0,0,0,51,0,0,NaN
Albania,2020-02-13,0,0,0,51,0,0,NaN
Albania,2020-02-14,0,0,0,51,0,0,NaN
Albania,2020-02-15,0,0,0,51,0,0,NaN
Albania,2020-02-16,0,0,0,51,0,0,NaN
Albania,2020-02-17,0,0,0,51,0,0,NaN
Albania,2020-02-18,0,0,0,51,0,0,NaN
Albania,2020-02-19,0,0,0,51,0,0,NaN
Albania,2020-02-20,0,0,0,51,0,0,NaN
Albania,2020-02-21,0,0,0,51,0,0,NaN
Albania,2020-02-22,0,0,0,51,0,0,NaN
Albania,2020-02-23,0,0,0,51,0,0,NaN
Albania,2020-02-24,0,0,0,51,0,0,NaN
Albania,2020-02-25,0,0,0,51,0,0,NaN
Albania,2020-02-26,0,0,0,51,0,0,NaN
Albania,2020-02-27,0,0,0,51,0,0,NaN
Albania,2020-02-28,0,0,0,51,0,0,NaN
Albania,2020-02-29,0,0,0,51,0,0,NaN
Albania,2020-03-01,0,0,0,51,0,0,NaN
Albania,2020-03-02,0,0,0,51,0,0,NaN
Albania,2020-03-03,0,0,0,51,0,0,NaN
Albania,2020-03-04,0,0,0,51,0,0,NaN
Albania,2020-03-05,0,0,0,51,0,0,NaN
Albania,2020-03-06,0,0,0,51,0,0,NaN
Albania,2020-03-07,0,0,0,51,0,0,NaN
Albania,2020-03-08,0,0,0,51,0,0,NaN
Albania,2020-03-09,2,0,0,51,2,2,0
Albania,2020-03-10,10,0,0,51,8,10,0
Albania,2020-03-11,12,1,0,51,2,11,8.33
Albania,2020-03-12,23,1,0,51,11,22,4.35
Albania,2020-03-13,33,1,0,51,10,32,3.03
Albania,2020-03-14,38,1,0,51,5,37,2.63
Albania,2020-03-15,42,1,0,51,4,41,2.38
Albania,2020-03-16,51,1,0,51,9,50,1.96
Alemania,2020-01-22,0,0,0,7272,NA,0,NaN
Alemania,2020-01-23,0,0,0,7272,0,0,NaN
Alemania,2020-01-24,0,0,0,7272,0,0,NaN
Alemania,2020-01-25,0,0,0,7272,0,0,NaN
Alemania,2020-01-26,0,0,0,7272,0,0,NaN
Alemania,2020-01-27,1,0,0,7272,1,1,0
Alemania,2020-01-28,4,0,0,7272,3,4,0
Alemania,2020-01-29,4,0,0,7272,0,4,0
Alemania,2020-01-30,4,0,0,7272,0,4,0
Alemania,2020-01-31,5,0,0,7272,1,5,0
Alemania,2020-02-01,8,0,0,7272,3,8,0
Alemania,2020-02-02,10,0,0,7272,2,10,0
Alemania,2020-02-03,12,0,0,7272,2,12,0
Alemania,2020-02-04,12,0,0,7272,0,12,0
Alemania,2020-02-05,12,0,0,7272,0,12,0
Alemania,2020-02-06,12,0,0,7272,0,12,0
Alemania,2020-02-07,13,0,0,7272,1,13,0
Alemania,2020-02-08,13,0,0,7272,0,13,0
Alemania,2020-02-09,14,0,0,7272,1,14,0
Alemania,2020-02-10,14,0,0,7272,0,14,0
Alemania,2020-02-11,16,0,0,7272,2,16,0
Alemania,2020-02-12,16,0,0,7272,0,16,0
Alemania,2020-02-13,16,0,1,7272,0,15,0
Alemania,2020-02-14,16,0,1,7272,0,15,0
Alemania,2020-02-15,16,0,1,7272,0,15,0
Alemania,2020-02-16,16,0,1,7272,0,15,0
Alemania,2020-02-17,16,0,1,7272,0,15,0
Alemania,2020-02-18,16,0,12,7272,0,4,0
Alemania,2020-02-19,16,0,12,7272,0,4,0
Alemania,2020-02-20,16,0,12,7272,0,4,0
Alemania,2020-02-21,16,0,14,7272,0,2,0
Alemania,2020-02-22,16,0,14,7272,0,2,0
Alemania,2020-02-23,16,0,14,7272,0,2,0
Alemania,2020-02-24,16,0,14,7272,0,2,0
Alemania,2020-02-25,17,0,14,7272,1,3,0
Alemania,2020-02-26,27,0,15,7272,10,12,0
Alemania,2020-02-27,46,0,16,7272,19,30,0
Alemania,2020-02-28,48,0,16,7272,2,32,0
Alemania,2020-02-29,79,0,16,7272,31,63,0
Alemania,2020-03-01,130,0,16,7272,51,114,0
Alemania,2020-03-02,159,0,16,7272,29,143,0
Alemania,2020-03-03,196,0,16,7272,37,180,0
Alemania,2020-03-04,262,0,16,7272,66,246,0
Alemania,2020-03-05,482,0,16,7272,220,466,0
Alemania,2020-03-06,670,0,17,7272,188,653,0
Alemania,2020-03-07,799,0,18,7272,129,781,0
Alemania,2020-03-08,1040,0,18,7272,241,1022,0
Alemania,2020-03-09,1176,2,18,7272,136,1156,0.17
Alemania,2020-03-10,1457,2,18,7272,281,1437,0.14
Alemania,2020-03-11,1908,3,25,7272,451,1880,0.16
Alemania,2020-03-12,2078,3,25,7272,170,2050,0.14
Alemania,2020-03-13,3675,7,46,7272,1597,3622,0.19
Alemania,2020-03-14,4585,9,46,7272,910,4530,0.2
Alemania,2020-03-15,5795,11,46,7272,1210,5738,0.19
Alemania,2020-03-16,7272,17,67,7272,1477,7188,0.23
Andorra,2020-01-22,0,0,0,2,NA,0,NaN
Andorra,2020-01-23,0,0,0,2,0,0,NaN
Andorra,2020-01-24,0,0,0,2,0,0,NaN
Andorra,2020-01-25,0,0,0,2,0,0,NaN
Andorra,2020-01-26,0,0,0,2,0,0,NaN
Andorra,2020-01-27,0,0,0,2,0,0,NaN
Andorra,2020-01-28,0,0,0,2,0,0,NaN
Andorra,2020-01-29,0,0,0,2,0,0,NaN
Andorra,2020-01-30,0,0,0,2,0,0,NaN
Andorra,2020-01-31,0,0,0,2,0,0,NaN
Andorra,2020-02-01,0,0,0,2,0,0,NaN
Andorra,2020-02-02,0,0,0,2,0,0,NaN
Andorra,2020-02-03,0,0,0,2,0,0,NaN
Andorra,2020-02-04,0,0,0,2,0,0,NaN
Andorra,2020-02-05,0,0,0,2,0,0,NaN
Andorra,2020-02-06,0,0,0,2,0,0,NaN
Andorra,2020-02-07,0,0,0,2,0,0,NaN
Andorra,2020-02-08,0,0,0,2,0,0,NaN
Andorra,2020-02-09,0,0,0,2,0,0,NaN
Andorra,2020-02-10,0,0,0,2,0,0,NaN
Andorra,2020-02-11,0,0,0,2,0,0,NaN
Andorra,2020-02-12,0,0,0,2,0,0,NaN
Andorra,2020-02-13,0,0,0,2,0,0,NaN
Andorra,2020-02-14,0,0,0,2,0,0,NaN
Andorra,2020-02-15,0,0,0,2,0,0,NaN
Andorra,2020-02-16,0,0,0,2,0,0,NaN
Andorra,2020-02-17,0,0,0,2,0,0,NaN
Andorra,2020-02-18,0,0,0,2,0,0,NaN
Andorra,2020-02-19,0,0,0,2,0,0,NaN
Andorra,2020-02-20,0,0,0,2,0,0,NaN
Andorra,2020-02-21,0,0,0,2,0,0,NaN
Andorra,2020-02-22,0,0,0,2,0,0,NaN
Andorra,2020-02-23,0,0,0,2,0,0,NaN
Andorra,2020-02-24,0,0,0,2,0,0,NaN
Andorra,2020-02-25,0,0,0,2,0,0,NaN
Andorra,2020-02-26,0,0,0,2,0,0,NaN
Andorra,2020-02-27,0,0,0,2,0,0,NaN
Andorra,2020-02-28,0,0,0,2,0,0,NaN
Andorra,2020-02-29,0,0,0,2,0,0,NaN
Andorra,2020-03-01,0,0,0,2,0,0,NaN
Andorra,2020-03-02,1,0,0,2,1,1,0
Andorra,2020-03-03,1,0,0,2,0,1,0
Andorra,2020-03-04,1,0,0,2,0,1,0
Andorra,2020-03-05,1,0,0,2,0,1,0
Andorra,2020-03-06,1,0,0,2,0,1,0
Andorra,2020-03-07,1,0,0,2,0,1,0
Andorra,2020-03-08,1,0,0,2,0,1,0
Andorra,2020-03-09,1,0,0,2,0,1,0
Andorra,2020-03-10,1,0,0,2,0,1,0
Andorra,2020-03-11,1,0,0,2,0,1,0
Andorra,2020-03-12,1,0,1,2,0,0,0
Andorra,2020-03-13,1,0,0,2,0,1,0
Andorra,2020-03-14,1,0,1,2,0,0,0
Andorra,2020-03-15,1,0,1,2,0,0,0
Andorra,2020-03-16,2,0,1,2,1,1,0
Antigua y Barbuda,2020-01-22,0,0,0,1,NA,0,NaN
Antigua y Barbuda,2020-01-23,0,0,0,1,0,0,NaN
Antigua y Barbuda,2020-01-24,0,0,0,1,0,0,NaN
Antigua y Barbuda,2020-01-25,0,0,0,1,0,0,NaN
Antigua y Barbuda,2020-01-26,0,0,0,1,0,0,NaN
Antigua y Barbuda,2020-01-27,0,0,0,1,0,0,NaN
Antigua y Barbuda,2020-01-28,0,0,0,1,0,0,NaN
Antigua y Barbuda,2020-01-29,0,0,0,1,0,0,NaN
Antigua y Barbuda,2020-01-30,0,0,0,1,0,0,NaN
Antigua y Barbuda,2020-01-31,0,0,0,1,0,0,NaN
Antigua y Barbuda,2020-02-01,0,0,0,1,0,0,NaN
Antigua y Barbuda,2020-02-02,0,0,0,1,0,0,NaN
Antigua y Barbuda,2020-02-03,0,0,0,1,0,0,NaN
Antigua y Barbuda,2020-02-04,0,0,0,1,0,0,NaN
Antigua y Barbuda,2020-02-05,0,0,0,1,0,0,NaN
Antigua y Barbuda,2020-02-06,0,0,0,1,0,0,NaN
Antigua y Barbuda,2020-02-07,0,0,0,1,0,0,NaN
Antigua y Barbuda,2020-02-08,0,0,0,1,0,0,NaN
Antigua y Barbuda,2020-02-09,0,0,0,1,0,0,NaN
Antigua y Barbuda,2020-02-10,0,0,0,1,0,0,NaN
Antigua y Barbuda,2020-02-11,0,0,0,1,0,0,NaN
Antigua y Barbuda,2020-02-12,0,0,0,1,0,0,NaN
Antigua y Barbuda,2020-02-13,0,0,0,1,0,0,NaN
Antigua y Barbuda,2020-02-14,0,0,0,1,0,0,NaN
Antigua y Barbuda,2020-02-15,0,0,0,1,0,0,NaN
Antigua y Barbuda,2020-02-16,0,0,0,1,0,0,NaN
Antigua y Barbuda,2020-02-17,0,0,0,1,0,0,NaN
Antigua y Barbuda,2020-02-18,0,0,0,1,0,0,NaN
Antigua y Barbuda,2020-02-19,0,0,0,1,0,0,NaN
Antigua y Barbuda,2020-02-20,0,0,0,1,0,0,NaN
Antigua y Barbuda,2020-02-21,0,0,0,1,0,0,NaN
Antigua y Barbuda,2020-02-22,0,0,0,1,0,0,NaN
Antigua y Barbuda,2020-02-23,0,0,0,1,0,0,NaN
Antigua y Barbuda,2020-02-24,0,0,0,1,0,0,NaN
Antigua y Barbuda,2020-02-25,0,0,0,1,0,0,NaN
Antigua y Barbuda,2020-02-26,0,0,0,1,0,0,NaN
Antigua y Barbuda,2020-02-27,0,0,0,1,0,0,NaN
Antigua y Barbuda,2020-02-28,0,0,0,1,0,0,NaN
Antigua y Barbuda,2020-02-29,0,0,0,1,0,0,NaN
Antigua y Barbuda,2020-03-01,0,0,0,1,0,0,NaN
Antigua y Barbuda,2020-03-02,0,0,0,1,0,0,NaN
Antigua y Barbuda,2020-03-03,0,0,0,1,0,0,NaN
Antigua y Barbuda,2020-03-04,0,0,0,1,0,0,NaN
Antigua y Barbuda,2020-03-05,0,0,0,1,0,0,NaN
Antigua y Barbuda,2020-03-06,0,0,0,1,0,0,NaN
Antigua y Barbuda,2020-03-07,0,0,0,1,0,0,NaN
Antigua y Barbuda,2020-03-08,0,0,0,1,0,0,NaN
Antigua y Barbuda,2020-03-09,0,0,0,1,0,0,NaN
Antigua y Barbuda,2020-03-10,0,0,0,1,0,0,NaN
Antigua y Barbuda,2020-03-11,0,0,0,1,0,0,NaN
Antigua y Barbuda,2020-03-12,0,0,0,1,0,0,NaN
Antigua y Barbuda,2020-03-13,1,0,0,1,1,1,0
Antigua y Barbuda,2020-03-14,1,0,0,1,0,1,0
Antigua y Barbuda,2020-03-15,1,0,0,1,0,1,0
Antigua y Barbuda,2020-03-16,1,0,0,1,0,1,0
Arabia Saudita,2020-01-22,0,0,0,118,NA,0,NaN
Arabia Saudita,2020-01-23,0,0,0,118,0,0,NaN
Arabia Saudita,2020-01-24,0,0,0,118,0,0,NaN
Arabia Saudita,2020-01-25,0,0,0,118,0,0,NaN
Arabia Saudita,2020-01-26,0,0,0,118,0,0,NaN
Arabia Saudita,2020-01-27,0,0,0,118,0,0,NaN
Arabia Saudita,2020-01-28,0,0,0,118,0,0,NaN
Arabia Saudita,2020-01-29,0,0,0,118,0,0,NaN
Arabia Saudita,2020-01-30,0,0,0,118,0,0,NaN
Arabia Saudita,2020-01-31,0,0,0,118,0,0,NaN
Arabia Saudita,2020-02-01,0,0,0,118,0,0,NaN
Arabia Saudita,2020-02-02,0,0,0,118,0,0,NaN
Arabia Saudita,2020-02-03,0,0,0,118,0,0,NaN
Arabia Saudita,2020-02-04,0,0,0,118,0,0,NaN
Arabia Saudita,2020-02-05,0,0,0,118,0,0,NaN
Arabia Saudita,2020-02-06,0,0,0,118,0,0,NaN
Arabia Saudita,2020-02-07,0,0,0,118,0,0,NaN
Arabia Saudita,2020-02-08,0,0,0,118,0,0,NaN
Arabia Saudita,2020-02-09,0,0,0,118,0,0,NaN
Arabia Saudita,2020-02-10,0,0,0,118,0,0,NaN
Arabia Saudita,2020-02-11,0,0,0,118,0,0,NaN
Arabia Saudita,2020-02-12,0,0,0,118,0,0,NaN
Arabia Saudita,2020-02-13,0,0,0,118,0,0,NaN
Arabia Saudita,2020-02-14,0,0,0,118,0,0,NaN
Arabia Saudita,2020-02-15,0,0,0,118,0,0,NaN
Arabia Saudita,2020-02-16,0,0,0,118,0,0,NaN
Arabia Saudita,2020-02-17,0,0,0,118,0,0,NaN
Arabia Saudita,2020-02-18,0,0,0,118,0,0,NaN
Arabia Saudita,2020-02-19,0,0,0,118,0,0,NaN
Arabia Saudita,2020-02-20,0,0,0,118,0,0,NaN
Arabia Saudita,2020-02-21,0,0,0,118,0,0,NaN
Arabia Saudita,2020-02-22,0,0,0,118,0,0,NaN
Arabia Saudita,2020-02-23,0,0,0,118,0,0,NaN
Arabia Saudita,2020-02-24,0,0,0,118,0,0,NaN
Arabia Saudita,2020-02-25,0,0,0,118,0,0,NaN
Arabia Saudita,2020-02-26,0,0,0,118,0,0,NaN
Arabia Saudita,2020-02-27,0,0,0,118,0,0,NaN
Arabia Saudita,2020-02-28,0,0,0,118,0,0,NaN
Arabia Saudita,2020-02-29,0,0,0,118,0,0,NaN
Arabia Saudita,2020-03-01,0,0,0,118,0,0,NaN
Arabia Saudita,2020-03-02,1,0,0,118,1,1,0
Arabia Saudita,2020-03-03,1,0,0,118,0,1,0
Arabia Saudita,2020-03-04,1,0,0,118,0,1,0
Arabia Saudita,2020-03-05,5,0,0,118,4,5,0
Arabia Saudita,2020-03-06,5,0,0,118,0,5,0
Arabia Saudita,2020-03-07,5,0,0,118,0,5,0
Arabia Saudita,2020-03-08,11,0,0,118,6,11,0
Arabia Saudita,2020-03-09,15,0,0,118,4,15,0
Arabia Saudita,2020-03-10,20,0,1,118,5,19,0
Arabia Saudita,2020-03-11,21,0,1,118,1,20,0
Arabia Saudita,2020-03-12,45,0,1,118,24,44,0
Arabia Saudita,2020-03-13,86,0,1,118,41,85,0
Arabia Saudita,2020-03-14,103,0,1,118,17,102,0
Arabia Saudita,2020-03-15,103,0,1,118,0,102,0
Arabia Saudita,2020-03-16,118,0,2,118,15,116,0
Argelia,2020-01-22,0,0,0,54,NA,0,NaN
Argelia,2020-01-23,0,0,0,54,0,0,NaN
Argelia,2020-01-24,0,0,0,54,0,0,NaN
Argelia,2020-01-25,0,0,0,54,0,0,NaN
Argelia,2020-01-26,0,0,0,54,0,0,NaN
Argelia,2020-01-27,0,0,0,54,0,0,NaN
Argelia,2020-01-28,0,0,0,54,0,0,NaN
Argelia,2020-01-29,0,0,0,54,0,0,NaN
Argelia,2020-01-30,0,0,0,54,0,0,NaN
Argelia,2020-01-31,0,0,0,54,0,0,NaN
Argelia,2020-02-01,0,0,0,54,0,0,NaN
Argelia,2020-02-02,0,0,0,54,0,0,NaN
Argelia,2020-02-03,0,0,0,54,0,0,NaN
Argelia,2020-02-04,0,0,0,54,0,0,NaN
Argelia,2020-02-05,0,0,0,54,0,0,NaN
Argelia,2020-02-06,0,0,0,54,0,0,NaN
Argelia,2020-02-07,0,0,0,54,0,0,NaN
Argelia,2020-02-08,0,0,0,54,0,0,NaN
Argelia,2020-02-09,0,0,0,54,0,0,NaN
Argelia,2020-02-10,0,0,0,54,0,0,NaN
Argelia,2020-02-11,0,0,0,54,0,0,NaN
Argelia,2020-02-12,0,0,0,54,0,0,NaN
Argelia,2020-02-13,0,0,0,54,0,0,NaN
Argelia,2020-02-14,0,0,0,54,0,0,NaN
Argelia,2020-02-15,0,0,0,54,0,0,NaN
Argelia,2020-02-16,0,0,0,54,0,0,NaN
Argelia,2020-02-17,0,0,0,54,0,0,NaN
Argelia,2020-02-18,0,0,0,54,0,0,NaN
Argelia,2020-02-19,0,0,0,54,0,0,NaN
Argelia,2020-02-20,0,0,0,54,0,0,NaN
Argelia,2020-02-21,0,0,0,54,0,0,NaN
Argelia,2020-02-22,0,0,0,54,0,0,NaN
Argelia,2020-02-23,0,0,0,54,0,0,NaN
Argelia,2020-02-24,0,0,0,54,0,0,NaN
Argelia,2020-02-25,1,0,0,54,1,1,0
Argelia,2020-02-26,1,0,0,54,0,1,0
Argelia,2020-02-27,1,0,0,54,0,1,0
Argelia,2020-02-28,1,0,0,54,0,1,0
Argelia,2020-02-29,1,0,0,54,0,1,0
Argelia,2020-03-01,1,0,0,54,0,1,0
Argelia,2020-03-02,3,0,0,54,2,3,0
Argelia,2020-03-03,5,0,0,54,2,5,0
Argelia,2020-03-04,12,0,0,54,7,12,0
Argelia,2020-03-05,12,0,0,54,0,12,0
Argelia,2020-03-06,17,0,0,54,5,17,0
Argelia,2020-03-07,17,0,0,54,0,17,0
Argelia,2020-03-08,19,0,0,54,2,19,0
Argelia,2020-03-09,20,0,0,54,1,20,0
Argelia,2020-03-10,20,0,0,54,0,20,0
Argelia,2020-03-11,20,0,0,54,0,20,0
Argelia,2020-03-12,24,1,8,54,4,15,4.17
Argelia,2020-03-13,26,2,8,54,2,16,7.69
Argelia,2020-03-14,37,3,12,54,11,22,8.11
Argelia,2020-03-15,48,4,12,54,11,32,8.33
Argelia,2020-03-16,54,4,12,54,6,38,7.41
Argentina,2020-01-22,0,0,0,56,NA,0,NaN
Argentina,2020-01-23,0,0,0,56,0,0,NaN
Argentina,2020-01-24,0,0,0,56,0,0,NaN
Argentina,2020-01-25,0,0,0,56,0,0,NaN
Argentina,2020-01-26,0,0,0,56,0,0,NaN
Argentina,2020-01-27,0,0,0,56,0,0,NaN
Argentina,2020-01-28,0,0,0,56,0,0,NaN
Argentina,2020-01-29,0,0,0,56,0,0,NaN
Argentina,2020-01-30,0,0,0,56,0,0,NaN
Argentina,2020-01-31,0,0,0,56,0,0,NaN
Argentina,2020-02-01,0,0,0,56,0,0,NaN
Argentina,2020-02-02,0,0,0,56,0,0,NaN
Argentina,2020-02-03,0,0,0,56,0,0,NaN
Argentina,2020-02-04,0,0,0,56,0,0,NaN
Argentina,2020-02-05,0,0,0,56,0,0,NaN
Argentina,2020-02-06,0,0,0,56,0,0,NaN
Argentina,2020-02-07,0,0,0,56,0,0,NaN
Argentina,2020-02-08,0,0,0,56,0,0,NaN
Argentina,2020-02-09,0,0,0,56,0,0,NaN
Argentina,2020-02-10,0,0,0,56,0,0,NaN
Argentina,2020-02-11,0,0,0,56,0,0,NaN
Argentina,2020-02-12,0,0,0,56,0,0,NaN
Argentina,2020-02-13,0,0,0,56,0,0,NaN
Argentina,2020-02-14,0,0,0,56,0,0,NaN
Argentina,2020-02-15,0,0,0,56,0,0,NaN
Argentina,2020-02-16,0,0,0,56,0,0,NaN
Argentina,2020-02-17,0,0,0,56,0,0,NaN
Argentina,2020-02-18,0,0,0,56,0,0,NaN
Argentina,2020-02-19,0,0,0,56,0,0,NaN
Argentina,2020-02-20,0,0,0,56,0,0,NaN
Argentina,2020-02-21,0,0,0,56,0,0,NaN
Argentina,2020-02-22,0,0,0,56,0,0,NaN
Argentina,2020-02-23,0,0,0,56,0,0,NaN
Argentina,2020-02-24,0,0,0,56,0,0,NaN
Argentina,2020-02-25,0,0,0,56,0,0,NaN
Argentina,2020-02-26,0,0,0,56,0,0,NaN
Argentina,2020-02-27,0,0,0,56,0,0,NaN
Argentina,2020-02-28,0,0,0,56,0,0,NaN
Argentina,2020-02-29,0,0,0,56,0,0,NaN
Argentina,2020-03-01,0,0,0,56,0,0,NaN
Argentina,2020-03-02,0,0,0,56,0,0,NaN
Argentina,2020-03-03,1,0,0,56,1,1,0
Argentina,2020-03-04,1,0,0,56,0,1,0
Argentina,2020-03-05,1,0,0,56,0,1,0
Argentina,2020-03-06,2,0,0,56,1,2,0
Argentina,2020-03-07,8,0,0,56,6,8,0
Argentina,2020-03-08,12,1,0,56,4,11,8.33
Argentina,2020-03-09,12,1,0,56,0,11,8.33
Argentina,2020-03-10,17,1,0,56,5,16,5.88
Argentina,2020-03-11,19,1,0,56,2,18,5.26
Argentina,2020-03-12,19,1,0,56,0,18,5.26
Argentina,2020-03-13,31,2,0,56,12,29,6.45
Argentina,2020-03-14,34,2,1,56,3,31,5.88
Argentina,2020-03-15,45,2,1,56,11,42,4.44
Argentina,2020-03-16,56,2,1,56,11,53,3.57
Armenia,2020-01-22,0,0,0,52,NA,0,NaN
Armenia,2020-01-23,0,0,0,52,0,0,NaN
Armenia,2020-01-24,0,0,0,52,0,0,NaN
Armenia,2020-01-25,0,0,0,52,0,0,NaN
Armenia,2020-01-26,0,0,0,52,0,0,NaN
Armenia,2020-01-27,0,0,0,52,0,0,NaN
Armenia,2020-01-28,0,0,0,52,0,0,NaN
Armenia,2020-01-29,0,0,0,52,0,0,NaN
Armenia,2020-01-30,0,0,0,52,0,0,NaN
Armenia,2020-01-31,0,0,0,52,0,0,NaN
Armenia,2020-02-01,0,0,0,52,0,0,NaN
Armenia,2020-02-02,0,0,0,52,0,0,NaN
Armenia,2020-02-03,0,0,0,52,0,0,NaN
Armenia,2020-02-04,0,0,0,52,0,0,NaN
Armenia,2020-02-05,0,0,0,52,0,0,NaN
Armenia,2020-02-06,0,0,0,52,0,0,NaN
Armenia,2020-02-07,0,0,0,52,0,0,NaN
Armenia,2020-02-08,0,0,0,52,0,0,NaN
Armenia,2020-02-09,0,0,0,52,0,0,NaN
Armenia,2020-02-10,0,0,0,52,0,0,NaN
Armenia,2020-02-11,0,0,0,52,0,0,NaN
Armenia,2020-02-12,0,0,0,52,0,0,NaN
Armenia,2020-02-13,0,0,0,52,0,0,NaN
Armenia,2020-02-14,0,0,0,52,0,0,NaN
Armenia,2020-02-15,0,0,0,52,0,0,NaN
Armenia,2020-02-16,0,0,0,52,0,0,NaN
Armenia,2020-02-17,0,0,0,52,0,0,NaN
Armenia,2020-02-18,0,0,0,52,0,0,NaN
Armenia,2020-02-19,0,0,0,52,0,0,NaN
Armenia,2020-02-20,0,0,0,52,0,0,NaN
Armenia,2020-02-21,0,0,0,52,0,0,NaN
Armenia,2020-02-22,0,0,0,52,0,0,NaN
Armenia,2020-02-23,0,0,0,52,0,0,NaN
Armenia,2020-02-24,0,0,0,52,0,0,NaN
Armenia,2020-02-25,0,0,0,52,0,0,NaN
Armenia,2020-02-26,0,0,0,52,0,0,NaN
Armenia,2020-02-27,0,0,0,52,0,0,NaN
Armenia,2020-02-28,0,0,0,52,0,0,NaN
Armenia,2020-02-29,0,0,0,52,0,0,NaN
Armenia,2020-03-01,1,0,0,52,1,1,0
Armenia,2020-03-02,1,0,0,52,0,1,0
Armenia,2020-03-03,1,0,0,52,0,1,0
Armenia,2020-03-04,1,0,0,52,0,1,0
Armenia,2020-03-05,1,0,0,52,0,1,0
