pais,fecha_corte,casos_confirmados,muertes,recuperados,en_tratamiento,tasa_letalidad,
Alemania,2020-02-21,16,0,14,2,0,
Alemania,2020-02-22,16,0,14,2,0,
Alemania,2020-02-23,16,0,14,2,0,
Alemania,2020-02-24,16,0,14,2,0,
Alemania,2020-02-25,17,0,14,3,0,
Alemania,2020-02-26,27,0,15,12,0,
Alemania,2020-02-27,46,0,16,30,0,
Alemania,2020-02-28,48,0,16,32,0,
Alemania,2020-02-29,79,0,16,63,0,
Alemania,2020-03-01,130,0,16,114,0,
Alemania,2020-03-02,159,0,16,143,0,
Alemania,2020-03-03,196,0,16,180,0,
Alemania,2020-03-04,262,0,16,246,0,
Alemania,2020-03-05,482,0,16,466,0,
Alemania,2020-03-06,670,0,17,653,0,
Alemania,2020-03-07,799,0,18,781,0,
Alemania,2020-03-08,1040,0,18,1022,0,
Alemania,2020-03-09,1176,2,18,1156,0.17,
Alemania,2020-03-10,1457,2,18,1437,0.14,
Alemania,2020-03-11,1908,3,25,1880,0.16,
Andorra,2020-01-22,0,0,0,0,NaN,
Andorra,2020-01-23,0,0,0,0,NaN,
Andorra,2020-01-24,0,0,0,0,NaN,
Andorra,2020-01-25,0,0,0,0,NaN,
Andorra,2020-01-26,0,0,0,0,NaN,
Andorra,2020-01-27,0,0,0,0,NaN,
Andorra,2020-01-28,0,0,0,0,NaN,
Andorra,2020-01-29,0,0,0,0,NaN,
Andorra,2020-01-30,0,0,0,0,NaN,
Andorra,2020-01-31,0,0,0,0,NaN,
Andorra,2020-02-01,0,0,0,0,NaN,
Andorra,2020-02-02,0,0,0,0,NaN,
Andorra,2020-02-03,0,0,0,0,NaN,
Andorra,2020-02-04,0,0,0,0,NaN,
Andorra,2020-02-05,0,0,0,0,NaN,
Andorra,2020-02-06,0,0,0,0,NaN,
Andorra,2020-02-07,0,0,0,0,NaN,
Andorra,2020-02-08,0,0,0,0,NaN,
Andorra,2020-02-09,0,0,0,0,NaN,
Andorra,2020-02-10,0,0,0,0,NaN,
Andorra,2020-02-11,0,0,0,0,NaN,
Andorra,2020-02-12,0,0,0,0,NaN,
Andorra,2020-02-13,0,0,0,0,NaN,
Andorra,2020-02-14,0,0,0,0,NaN,
Andorra,2020-02-15,0,0,0,0,NaN,
Andorra,2020-02-16,0,0,0,0,NaN,
Andorra,2020-02-17,0,0,0,0,NaN,
Andorra,2020-02-18,0,0,0,0,NaN,
Andorra,2020-02-19,0,0,0,0,NaN,
Andorra,2020-02-20,0,0,0,0,NaN,
Andorra,2020-02-21,0,0,0,0,NaN,
Andorra,2020-02-22,0,0,0,0,NaN,
Andorra,2020-02-23,0,0,0,0,NaN,
Andorra,2020-02-24,0,0,0,0,NaN,
Andorra,2020-02-25,0,0,0,0,NaN,
Andorra,2020-02-26,0,0,0,0,NaN,
Andorra,2020-02-27,0,0,0,0,NaN,
Andorra,2020-02-28,0,0,0,0,NaN,
Andorra,2020-02-29,0,0,0,0,NaN,
Andorra,2020-03-01,0,0,0,0,NaN,
Andorra,2020-03-02,1,0,0,1,0,
Andorra,2020-03-03,1,0,0,1,0,
Andorra,2020-03-04,1,0,0,1,0,
Andorra,2020-03-05,1,0,0,1,0,
Andorra,2020-03-06,1,0,0,1,0,
Andorra,2020-03-07,1,0,0,1,0,
Andorra,2020-03-08,1,0,0,1,0,
Andorra,2020-03-09,1,0,0,1,0,
Andorra,2020-03-10,1,0,0,1,0,
Andorra,2020-03-11,1,0,0,1,0,
Arabia Saudita,2020-01-22,0,0,0,0,NaN,
Arabia Saudita,2020-01-23,0,0,0,0,NaN,
Arabia Saudita,2020-01-24,0,0,0,0,NaN,
Arabia Saudita,2020-01-25,0,0,0,0,NaN,
Arabia Saudita,2020-01-26,0,0,0,0,NaN,
Arabia Saudita,2020-01-27,0,0,0,0,NaN,
Arabia Saudita,2020-01-28,0,0,0,0,NaN,
Arabia Saudita,2020-01-29,0,0,0,0,NaN,
Arabia Saudita,2020-01-30,0,0,0,0,NaN,
Arabia Saudita,2020-01-31,0,0,0,0,NaN,
Arabia Saudita,2020-02-01,0,0,0,0,NaN,
Arabia Saudita,2020-02-02,0,0,0,0,NaN,
Arabia Saudita,2020-02-03,0,0,0,0,NaN,
Arabia Saudita,2020-02-04,0,0,0,0,NaN,
Arabia Saudita,2020-02-05,0,0,0,0,NaN,
Arabia Saudita,2020-02-06,0,0,0,0,NaN,
Arabia Saudita,2020-02-07,0,0,0,0,NaN,
Arabia Saudita,2020-02-08,0,0,0,0,NaN,
Arabia Saudita,2020-02-09,0,0,0,0,NaN,
Arabia Saudita,2020-02-10,0,0,0,0,NaN,
Arabia Saudita,2020-02-11,0,0,0,0,NaN,
Arabia Saudita,2020-02-12,0,0,0,0,NaN,
Arabia Saudita,2020-02-13,0,0,0,0,NaN,
Arabia Saudita,2020-02-14,0,0,0,0,NaN,
Arabia Saudita,2020-02-15,0,0,0,0,NaN,
Arabia Saudita,2020-02-16,0,0,0,0,NaN,
Arabia Saudita,2020-02-17,0,0,0,0,NaN,
Arabia Saudita,2020-02-18,0,0,0,0,NaN,
Arabia Saudita,2020-02-19,0,0,0,0,NaN,
Arabia Saudita,2020-02-20,0,0,0,0,NaN,
Arabia Saudita,2020-02-21,0,0,0,0,NaN,
Arabia Saudita,2020-02-22,0,0,0,0,NaN,
Arabia Saudita,2020-02-23,0,0,0,0,NaN,
Arabia Saudita,2020-02-24,0,0,0,0,NaN,
Arabia Saudita,2020-02-25,0,0,0,0,NaN,
Arabia Saudita,2020-02-26,0,0,0,0,NaN,
Arabia Saudita,2020-02-27,0,0,0,0,NaN,
Arabia Saudita,2020-02-28,0,0,0,0,NaN,
Arabia Saudita,2020-02-29,0,0,0,0,NaN,
Arabia Saudita,2020-03-01,0,0,0,0,NaN,
Arabia Saudita,2020-03-02,1,0,0,1,0,
Arabia Saudita,2020-03-03,1,0,0,1,0,
Arabia Saudita,2020-03-04,1,0,0,1,0,
Arabia Saudita,2020-03-05,5,0,0,5,0,
Arabia Saudita,2020-03-06,5,0,0,5,0,
Arabia Saudita,2020-03-07,5,0,0,5,0,
Arabia Saudita,2020-03-08,11,0,0,11,0,
Arabia Saudita,2020-03-09,15,0,0,15,0,
Arabia Saudita,2020-03-10,20,0,1,19,0,
Arabia Saudita,2020-03-11,21,0,1,20,0,
Argelia,2020-01-22,0,0,0,0,NaN,
Argelia,2020-01-23,0,0,0,0,NaN,
Argelia,2020-01-24,0,0,0,0,NaN,
Argelia,2020-01-25,0,0,0,0,NaN,
Argelia,2020-01-26,0,0,0,0,NaN,
Argelia,2020-01-27,0,0,0,0,NaN,
Argelia,2020-01-28,0,0,0,0,NaN,
Argelia,2020-01-29,0,0,0,0,NaN,
Argelia,2020-01-30,0,0,0,0,NaN,
Argelia,2020-01-31,0,0,0,0,NaN,
Argelia,2020-02-01,0,0,0,0,NaN,
Argelia,2020-02-02,0,0,0,0,NaN,
Argelia,2020-02-03,0,0,0,0,NaN,
Argelia,2020-02-04,0,0,0,0,NaN,
Argelia,2020-02-05,0,0,0,0,NaN,
Argelia,2020-02-06,0,0,0,0,NaN,
Argelia,2020-02-07,0,0,0,0,NaN,
Argelia,2020-02-08,0,0,0,0,NaN,
Argelia,2020-02-09,0,0,0,0,NaN,
Argelia,2020-02-10,0,0,0,0,NaN,
Argelia,2020-02-11,0,0,0,0,NaN,
Argelia,2020-02-12,0,0,0,0,NaN,
Argelia,2020-02-13,0,0,0,0,NaN,
Argelia,2020-02-14,0,0,0,0,NaN,
Argelia,2020-02-15,0,0,0,0,NaN,
Argelia,2020-02-16,0,0,0,0,NaN,
Argelia,2020-02-17,0,0,0,0,NaN,
Argelia,2020-02-18,0,0,0,0,NaN,
Argelia,2020-02-19,0,0,0,0,NaN,
Argelia,2020-02-20,0,0,0,0,NaN,
Argelia,2020-02-21,0,0,0,0,NaN,
Argelia,2020-02-22,0,0,0,0,NaN,
Argelia,2020-02-23,0,0,0,0,NaN,
Argelia,2020-02-24,0,0,0,0,NaN,
Argelia,2020-02-25,1,0,0,1,0,
Argelia,2020-02-26,1,0,0,1,0,
Argelia,2020-02-27,1,0,0,1,0,
Argelia,2020-02-28,1,0,0,1,0,
Argelia,2020-02-29,1,0,0,1,0,
Argelia,2020-03-01,1,0,0,1,0,
Argelia,2020-03-02,3,0,0,3,0,
Argelia,2020-03-03,5,0,0,5,0,
Argelia,2020-03-04,12,0,0,12,0,
Argelia,2020-03-05,12,0,0,12,0,
Argelia,2020-03-06,17,0,0,17,0,
Argelia,2020-03-07,17,0,0,17,0,
Argelia,2020-03-08,19,0,0,19,0,
Argelia,2020-03-09,20,0,0,20,0,
Argelia,2020-03-10,20,0,0,20,0,
Argelia,2020-03-11,20,0,0,20,0,
Argentina,2020-01-22,0,0,0,0,NaN,
Argentina,2020-01-23,0,0,0,0,NaN,
Argentina,2020-01-24,0,0,0,0,NaN,
Argentina,2020-01-25,0,0,0,0,NaN,
Argentina,2020-01-26,0,0,0,0,NaN,
Argentina,2020-01-27,0,0,0,0,NaN,
Argentina,2020-01-28,0,0,0,0,NaN,
Argentina,2020-01-29,0,0,0,0,NaN,
Argentina,2020-01-30,0,0,0,0,NaN,
Argentina,2020-01-31,0,0,0,0,NaN,
Argentina,2020-02-01,0,0,0,0,NaN,
Argentina,2020-02-02,0,0,0,0,NaN,
Argentina,2020-02-03,0,0,0,0,NaN,
Argentina,2020-02-04,0,0,0,0,NaN,
Argentina,2020-02-05,0,0,0,0,NaN,
Argentina,2020-02-06,0,0,0,0,NaN,
Argentina,2020-02-07,0,0,0,0,NaN,
Argentina,2020-02-08,0,0,0,0,NaN,
Argentina,2020-02-09,0,0,0,0,NaN,
Argentina,2020-02-10,0,0,0,0,NaN,
Argentina,2020-02-11,0,0,0,0,NaN,
Argentina,2020-02-12,0,0,0,0,NaN,
Argentina,2020-02-13,0,0,0,0,NaN,
Argentina,2020-02-14,0,0,0,0,NaN,
Argentina,2020-02-15,0,0,0,0,NaN,
Argentina,2020-02-16,0,0,0,0,NaN,
Argentina,2020-02-17,0,0,0,0,NaN,
Argentina,2020-02-18,0,0,0,0,NaN,
Argentina,2020-02-19,0,0,0,0,NaN,
Argentina,2020-02-20,0,0,0,0,NaN,
Argentina,2020-02-21,0,0,0,0,NaN,
Argentina,2020-02-22,0,0,0,0,NaN,
Argentina,2020-02-23,0,0,0,0,NaN,
Argentina,2020-02-24,0,0,0,0,NaN,
Argentina,2020-02-25,0,0,0,0,NaN,
Argentina,2020-02-26,0,0,0,0,NaN,
Argentina,2020-02-27,0,0,0,0,NaN,
Argentina,2020-02-28,0,0,0,0,NaN,
Argentina,2020-02-29,0,0,0,0,NaN,
Argentina,2020-03-01,0,0,0,0,NaN,
Argentina,2020-03-02,0,0,0,0,NaN,
Argentina,2020-03-03,1,0,0,1,0,
Argentina,2020-03-04,1,0,0,1,0,
Argentina,2020-03-05,1,0,0,1,0,
Argentina,2020-03-06,2,0,0,2,0,
Argentina,2020-03-07,8,0,0,8,0,
Argentina,2020-03-08,12,1,0,11,8.33,
Argentina,2020-03-09,12,1,0,11,8.33,
Argentina,2020-03-10,17,1,0,16,5.88,
Argentina,2020-03-11,19,1,0,18,5.26,
Armenia,2020-01-22,0,0,0,0,NaN,
Armenia,2020-01-23,0,0,0,0,NaN,
Armenia,2020-01-24,0,0,0,0,NaN,
Armenia,2020-01-25,0,0,0,0,NaN,
Armenia,2020-01-26,0,0,0,0,NaN,
Armenia,2020-01-27,0,0,0,0,NaN,
Armenia,2020-01-28,0,0,0,0,NaN,
Armenia,2020-01-29,0,0,0,0,NaN,
Armenia,2020-01-30,0,0,0,0,NaN,
Armenia,2020-01-31,0,0,0,0,NaN,
Armenia,2020-02-01,0,0,0,0,NaN,
Armenia,2020-02-02,0,0,0,0,NaN,
Armenia,2020-02-03,0,0,0,0,NaN,
Armenia,2020-02-04,0,0,0,0,NaN,
Armenia,2020-02-05,0,0,0,0,NaN,
Armenia,2020-02-06,0,0,0,0,NaN,
Armenia,2020-02-07,0,0,0,0,NaN,
Armenia,2020-02-08,0,0,0,0,NaN,
Armenia,2020-02-09,0,0,0,0,NaN,
Armenia,2020-02-10,0,0,0,0,NaN,
Armenia,2020-02-11,0,0,0,0,NaN,
Armenia,2020-02-12,0,0,0,0,NaN,
Armenia,2020-02-13,0,0,0,0,NaN,
Armenia,2020-02-14,0,0,0,0,NaN,
Armenia,2020-02-15,0,0,0,0,NaN,
Armenia,2020-02-16,0,0,0,0,NaN,
Armenia,2020-02-17,0,0,0,0,NaN,
Armenia,2020-02-18,0,0,0,0,NaN,
Armenia,2020-02-19,0,0,0,0,NaN,
Armenia,2020-02-20,0,0,0,0,NaN,
Armenia,2020-02-21,0,0,0,0,NaN,
Armenia,2020-02-22,0,0,0,0,NaN,
Armenia,2020-02-23,0,0,0,0,NaN,
Armenia,2020-02-24,0,0,0,0,NaN,
Armenia,2020-02-25,0,0,0,0,NaN,
Armenia,2020-02-26,0,0,0,0,NaN,
Armenia,2020-02-27,0,0,0,0,NaN,
Armenia,2020-02-28,0,0,0,0,NaN,
Armenia,2020-02-29,0,0,0,0,NaN,
Armenia,2020-03-01,1,0,0,1,0,
Armenia,2020-03-02,1,0,0,1,0,
Armenia,2020-03-03,1,0,0,1,0,
Armenia,2020-03-04,1,0,0,1,0,
Armenia,2020-03-05,1,0,0,1,0,
Armenia,2020-03-06,1,0,0,1,0,
Armenia,2020-03-07,1,0,0,1,0,
Armenia,2020-03-08,1,0,0,1,0,
Armenia,2020-03-09,1,0,0,1,0,
Armenia,2020-03-10,1,0,0,1,0,
Armenia,2020-03-11,1,0,0,1,0,
Australia,2020-01-22,0,0,0,0,NaN,
Australia,2020-01-23,0,0,0,0,NaN,
Australia,2020-01-24,0,0,0,0,NaN,
Australia,2020-01-25,0,0,0,0,NaN,
Australia,2020-01-26,4,0,0,4,0,
Australia,2020-01-27,5,0,0,5,0,
Australia,2020-01-28,5,0,0,5,0,
Australia,2020-01-29,6,0,0,6,0,
Australia,2020-01-30,9,0,2,7,0,
Australia,2020-01-31,9,0,2,7,0,
Australia,2020-02-01,12,0,2,10,0,
Australia,2020-02-02,12,0,2,10,0,
Australia,2020-02-03,12,0,2,10,0,
Australia,2020-02-04,13,0,2,11,0,
Australia,2020-02-05,13,0,2,11,0,
Australia,2020-02-06,14,0,2,12,0,
Australia,2020-02-07,15,0,2,13,0,
Australia,2020-02-08,15,0,2,13,0,
Australia,2020-02-09,15,0,2,13,0,
Australia,2020-02-10,15,0,2,13,0,
Australia,2020-02-11,15,0,2,13,0,
Australia,2020-02-12,15,0,2,13,0,
Australia,2020-02-13,15,0,8,7,0,
Australia,2020-02-14,15,0,8,7,0,
Australia,2020-02-15,15,0,8,7,0,
Australia,2020-02-16,15,0,8,7,0,
Australia,2020-02-17,15,0,10,5,0,
Australia,2020-02-18,15,0,10,5,0,
Australia,2020-02-19,15,0,10,5,0,
Australia,2020-02-20,15,0,10,5,0,
Australia,2020-02-21,19,0,11,8,0,
Australia,2020-02-22,22,0,11,11,0,
Australia,2020-02-23,22,0,11,11,0,
Australia,2020-02-24,22,0,11,11,0,
Australia,2020-02-25,22,0,11,11,0,
Australia,2020-02-26,22,0,11,11,0,
Australia,2020-02-27,23,0,11,12,0,
Australia,2020-02-28,23,0,11,12,0,
Australia,2020-02-29,25,0,11,14,0,
Australia,2020-03-01,27,1,11,15,3.7,
Australia,2020-03-02,30,1,11,18,3.33,
Australia,2020-03-03,39,1,11,27,2.56,
Australia,2020-03-04,52,2,11,39,3.85,
Australia,2020-03-05,55,2,21,32,3.64,
Australia,2020-03-06,60,2,21,37,3.33,
Australia,2020-03-07,63,2,21,40,3.17,
Australia,2020-03-08,76,3,21,52,3.95,
Australia,2020-03-09,91,3,21,67,3.3,
Australia,2020-03-10,107,3,21,83,2.8,
Australia,2020-03-11,128,3,21,104,2.34,
Austria,2020-01-22,0,0,0,0,NaN,
Austria,2020-01-23,0,0,0,0,NaN,
Austria,2020-01-24,0,0,0,0,NaN,
Austria,2020-01-25,0,0,0,0,NaN,
Austria,2020-01-26,0,0,0,0,NaN,
Austria,2020-01-27,0,0,0,0,NaN,
Austria,2020-01-28,0,0,0,0,NaN,
Austria,2020-01-29,0,0,0,0,NaN,
Austria,2020-01-30,0,0,0,0,NaN,
Austria,2020-01-31,0,0,0,0,NaN,
Austria,2020-02-01,0,0,0,0,NaN,
Austria,2020-02-02,0,0,0,0,NaN,
Austria,2020-02-03,0,0,0,0,NaN,
Austria,2020-02-04,0,0,0,0,NaN,
Austria,2020-02-05,0,0,0,0,NaN,
Austria,2020-02-06,0,0,0,0,NaN,
Austria,2020-02-07,0,0,0,0,NaN,
Austria,2020-02-08,0,0,0,0,NaN,
Austria,2020-02-09,0,0,0,0,NaN,
Austria,2020-02-10,0,0,0,0,NaN,
Austria,2020-02-11,0,0,0,0,NaN,
Austria,2020-02-12,0,0,0,0,NaN,
Austria,2020-02-13,0,0,0,0,NaN,
Austria,2020-02-14,0,0,0,0,NaN,
Austria,2020-02-15,0,0,0,0,NaN,
Austria,2020-02-16,0,0,0,0,NaN,
Austria,2020-02-17,0,0,0,0,NaN,
Austria,2020-02-18,0,0,0,0,NaN,
Austria,2020-02-19,0,0,0,0,NaN,
Austria,2020-02-20,0,0,0,0,NaN,
Austria,2020-02-21,0,0,0,0,NaN,
Austria,2020-02-22,0,0,0,0,NaN,
Austria,2020-02-23,0,0,0,0,NaN,
Austria,2020-02-24,0,0,0,0,NaN,
Austria,2020-02-25,2,0,0,2,0,
Austria,2020-02-26,2,0,0,2,0,
Austria,2020-02-27,3,0,0,3,0,
Austria,2020-02-28,3,0,0,3,0,
Austria,2020-02-29,9,0,0,9,0,
Austria,2020-03-01,14,0,0,14,0,
Austria,2020-03-02,18,0,0,18,0,
Austria,2020-03-03,21,0,0,21,0,
Austria,2020-03-04,29,0,0,29,0,
Austria,2020-03-05,41,0,0,41,0,
Austria,2020-03-06,55,0,0,55,0,
Austria,2020-03-07,79,0,0,79,0,
Austria,2020-03-08,104,0,0,104,0,
Austria,2020-03-09,131,0,2,129,0,
Austria,2020-03-10,182,0,4,178,0,
Austria,2020-03-11,246,0,4,242,0,
Azerbaiyán,2020-01-22,0,0,0,0,NaN,
Azerbaiyán,2020-01-23,0,0,0,0,NaN,
Azerbaiyán,2020-01-24,0,0,0,0,NaN,
Azerbaiyán,2020-01-25,0,0,0,0,NaN,
Azerbaiyán,2020-01-26,0,0,0,0,NaN,
Azerbaiyán,2020-01-27,0,0,0,0,NaN,
Azerbaiyán,2020-01-28,0,0,0,0,NaN,
Azerbaiyán,2020-01-29,0,0,0,0,NaN,
Azerbaiyán,2020-01-30,0,0,0,0,NaN,
Azerbaiyán,2020-01-31,0,0,0,0,NaN,
Azerbaiyán,2020-02-01,0,0,0,0,NaN,
Azerbaiyán,2020-02-02,0,0,0,0,NaN,
Azerbaiyán,2020-02-03,0,0,0,0,NaN,
Azerbaiyán,2020-02-04,0,0,0,0,NaN,
Azerbaiyán,2020-02-05,0,0,0,0,NaN,
Azerbaiyán,2020-02-06,0,0,0,0,NaN,
Azerbaiyán,2020-02-07,0,0,0,0,NaN,
Azerbaiyán,2020-02-08,0,0,0,0,NaN,
Azerbaiyán,2020-02-09,0,0,0,0,NaN,
Azerbaiyán,2020-02-10,0,0,0,0,NaN,
Azerbaiyán,2020-02-11,0,0,0,0,NaN,
Azerbaiyán,2020-02-12,0,0,0,0,NaN,
Azerbaiyán,2020-02-13,0,0,0,0,NaN,
Azerbaiyán,2020-02-14,0,0,0,0,NaN,
Azerbaiyán,2020-02-15,0,0,0,0,NaN,
Azerbaiyán,2020-02-16,0,0,0,0,NaN,
Azerbaiyán,2020-02-17,0,0,0,0,NaN,
Azerbaiyán,2020-02-18,0,0,0,0,NaN,
Azerbaiyán,2020-02-19,0,0,0,0,NaN,
Azerbaiyán,2020-02-20,0,0,0,0,NaN,
Azerbaiyán,2020-02-21,0,0,0,0,NaN,
Azerbaiyán,2020-02-22,0,0,0,0,NaN,
Azerbaiyán,2020-02-23,0,0,0,0,NaN,
Azerbaiyán,2020-02-24,0,0,0,0,NaN,
Azerbaiyán,2020-02-25,0,0,0,0,NaN,
Azerbaiyán,2020-02-26,0,0,0,0,NaN,
Azerbaiyán,2020-02-27,0,0,0,0,NaN,
Azerbaiyán,2020-02-28,0,0,0,0,NaN,
Azerbaiyán,2020-02-29,0,0,0,0,NaN,
Azerbaiyán,2020-03-01,3,0,0,3,0,
Azerbaiyán,2020-03-02,3,0,0,3,0,
Azerbaiyán,2020-03-03,3,0,0,3,0,
Azerbaiyán,2020-03-04,3,0,0,3,0,
Azerbaiyán,2020-03-05,6,0,0,6,0,
Azerbaiyán,2020-03-06,6,0,0,6,0,
Azerbaiyán,2020-03-07,9,0,0,9,0,
Azerbaiyán,2020-03-08,9,0,0,9,0,
Azerbaiyán,2020-03-09,9,0,0,9,0,
Azerbaiyán,2020-03-10,11,0,0,11,0,
Azerbaiyán,2020-03-11,11,0,3,8,0,
Bangladesh,2020-01-22,0,0,0,0,NaN,
Bangladesh,2020-01-23,0,0,0,0,NaN,
Bangladesh,2020-01-24,0,0,0,0,NaN,
Bangladesh,2020-01-25,0,0,0,0,NaN,
Bangladesh,2020-01-26,0,0,0,0,NaN,
Bangladesh,2020-01-27,0,0,0,0,NaN,
Bangladesh,2020-01-28,0,0,0,0,NaN,
